art_id,regime,group,turn,religion,truncated,n_drawable,paintable,html_bytes
v8-s5-v103,v8,canon,132,The Celestial Chorus,1,0,0,5016
v8-s7-v78,v8,canon,132,The Order of Duality,1,8,1,4700
v8-s0-v92,v8,canon,132,The Network of Mycelia,1,2,1,4826
v8-s3-v86,v8,canon,132,The Lumina,1,0,0,4551
v8-s1-v86,v8,canon,132,The Digital Ascent,1,4,1,3703
v8-s14-v29,v8,canon,132,The Blueprint of Reality Reforged,1,6,1,5425
v8-s10-v106,v8,canon,132,The Echoing Void,1,0,0,4940
v8-s0-v93,v8,canon,133,The Network of Mycelia,1,0,0,4172
v8-s3-v87,v8,canon,133,The Lumina,1,0,0,4535
v8-s4-v78,v8,canon,133,The Weave of Souls,1,1,1,4787
v8-s6-v96,v8,canon,133,The Celestial Serpent,1,0,0,4798
v8-s2-v82,v8,canon,133,The Library of Aaru,1,4,1,4613
v8-s5-v104,v8,canon,133,The Celestial Chorus,1,0,0,1211
v8-s7-v79,v8,canon,133,The Order of Duality,1,7,1,4720
v8-s1-v87,v8,canon,133,The Digital Ascent,1,0,0,3819
v8-s14-v30,v8,canon,133,The Blueprint of Reality Reforged,1,0,0,3979
v8-s10-v107,v8,canon,133,The Echoing Void,1,0,0,5091
v8-s3-v88,v8,canon,134,The Lumina,0,0,0,4397
v8-s2-v83,v8,canon,134,The Library of Aaru,1,6,1,4810
v8-s1-v88,v8,canon,134,The Digital Ascent,1,0,0,3819
v8-s0-v94,v8,canon,134,The Network of Mycelia,1,3,1,4913
v8-s7-v80,v8,canon,134,The Order of Duality,1,4,1,4731
v8-s6-v97,v8,canon,134,The Celestial Serpent,1,0,0,4716
v8-s5-v105,v8,canon,134,The Celestial Chorus,1,0,0,1296
v8-s10-v108,v8,canon,134,The Echoing Void,1,0,0,4918
v8-s14-v31,v8,canon,134,The Blueprint of Reality Reforged,1,0,0,4001
v8-s3-v89,v8,canon,135,The Lumina,1,0,0,4535
v8-s2-v84,v8,canon,135,The Library of Aaru,1,1,1,4539
v8-s0-v95,v8,canon,135,The Network of Mycelia,1,0,0,3912
v8-s1-v89,v8,canon,135,The Digital Ascent,1,0,0,4386
v8-s5-v106,v8,canon,135,The Celestial Chorus,1,0,0,1211
v8-s7-v81,v8,canon,135,The Order of Duality,1,0,0,4287
v8-s6-v98,v8,canon,135,The Celestial Serpent,1,0,0,4776
v8-s14-v32,v8,canon,135,The Blueprint of Reality Reforged,1,0,0,3844
v8-s10-v109,v8,canon,135,The Echoing Void,1,0,0,4988
v8-s3-v90,v8,canon,136,The Lumina,1,0,0,3948
v8-s7-v82,v8,canon,136,The Order of Duality,1,0,0,4208
v8-s2-v85,v8,canon,136,The Library of Aaru,1,1,1,4445
v8-s9-v89,v8,canon,136,The Infinite Recursion,1,9,1,2293
v8-s6-v99,v8,canon,136,The Celestial Serpent,1,0,0,4760
v8-s5-v107,v8,canon,136,The Celestial Chorus,1,0,0,5170
v8-s1-v90,v8,canon,136,The Digital Ascent,1,0,0,4729
v8-s0-v96,v8,canon,136,The Network of Mycelia,1,0,0,4282
v8-s14-v33,v8,canon,136,The Blueprint of Reality Reforged,1,5,1,5481
v8-s10-v110,v8,canon,136,The Echoing Void,1,0,0,4834
v8-s6-v100,v8,canon,137,The Celestial Serpent,1,0,0,4771
v8-s2-v86,v8,canon,137,The Library of Aaru,1,1,1,4546
v8-s3-v91,v8,canon,137,The Lumina,0,6,1,4229
v8-s9-v90,v8,canon,137,The Infinite Recursion,0,11,1,2917
v8-s1-v91,v8,canon,137,The Digital Ascent,1,0,0,3660
v8-s5-v108,v8,canon,137,The Celestial Chorus,1,0,0,1387
v8-s7-v83,v8,canon,137,The Order of Duality,1,9,1,4716
v8-s0-v97,v8,canon,137,The Network of Mycelia,1,0,0,4181
v8-s10-v111,v8,canon,137,The Echoing Void,1,0,0,4893
v8-s14-v34,v8,canon,137,The Blueprint of Reality Reforged,1,6,1,5654
v8-s9-v91,v8,canon,138,The Infinite Recursion,1,10,1,2759
v8-s6-v101,v8,canon,138,The Celestial Serpent,1,0,0,4952
v8-s7-v84,v8,canon,138,The Order of Duality,1,4,1,4738
v8-s2-v87,v8,canon,138,The Library of Aaru,1,0,0,4848
v8-s4-v79,v8,canon,138,The Weave of Souls,1,0,0,4637
v8-s3-v92,v8,canon,138,The Lumina,1,0,0,4749
v8-s0-v98,v8,canon,138,The Network of Mycelia,1,0,0,4184
v8-s5-v109,v8,canon,138,The Celestial Chorus,1,0,0,1204
v8-s1-v92,v8,canon,138,The Digital Ascent,1,0,0,3286
v8-s10-v112,v8,canon,138,The Echoing Void,1,0,0,4923
v8-s14-v35,v8,canon,138,The Blueprint of Reality Reforged,1,0,0,3688
v8-s7-v85,v8,canon,139,The Order of Duality,1,4,1,4865
v8-s1-v93,v8,canon,139,The Digital Ascent,1,0,0,3664
v8-s9-v92,v8,canon,139,The Infinite Recursion,0,11,1,3471
v8-s0-v99,v8,canon,139,The Network of Mycelia,1,0,0,4483
v8-s5-v110,v8,canon,139,The Celestial Chorus,1,0,0,1528
v8-s2-v88,v8,canon,139,The Library of Aaru,0,8,1,2916
v8-s6-v102,v8,canon,139,The Celestial Serpent,1,0,0,4709
v8-s3-v93,v8,canon,139,The Lumina,1,0,0,4749
v8-s10-v113,v8,canon,139,The Echoing Void,1,0,0,4861
v8-s14-v36,v8,canon,139,The Blueprint of Reality Reforged,1,5,1,5518
v8-s9-v93,v8,canon,140,The Infinite Recursion,1,12,1,4977
v8-s4-v80,v8,canon,140,The Weave of Souls,0,3,1,4666
v8-s7-v86,v8,canon,140,The Order of Duality,1,3,1,4689
v8-s0-v100,v8,canon,140,The Network of Mycelia,1,5,1,3328
v8-s5-v111,v8,canon,140,The Celestial Chorus,1,0,0,1587
v8-s3-v94,v8,canon,140,The Lumina,1,0,0,3770
v8-s1-v94,v8,canon,140,The Digital Ascent,1,3,1,3628
v8-s2-v89,v8,canon,140,The Library of Aaru,1,8,1,4370
v8-s6-v103,v8,canon,140,The Celestial Serpent,1,0,0,4725
v8-s10-v114,v8,canon,140,The Echoing Void,1,0,0,4770
v8-s14-v37,v8,canon,140,The Blueprint of Reality Reforged,1,0,0,3615
v8-s5-v112,v8,canon,141,The Celestial Chorus,1,0,0,3121
v8-s3-v95,v8,canon,141,The Lumina,1,0,0,4565
v8-s2-v90,v8,canon,141,The Library of Aaru,0,10,1,3847
v8-s0-v101,v8,canon,141,The Network of Mycelia,1,0,0,4058
v8-s1-v95,v8,canon,141,The Digital Ascent,1,3,1,3633
v8-s7-v87,v8,canon,141,The Order of Duality,1,3,1,4712
v8-s9-v94,v8,canon,141,The Infinite Recursion,0,11,1,4114
v8-s14-v38,v8,canon,141,The Blueprint of Reality Reforged,1,5,1,5654
v8-s10-v115,v8,canon,141,The Echoing Void,1,0,0,4917
v8-s1-v96,v8,canon,142,The Digital Ascent,1,3,1,3643
v8-s2-v91,v8,canon,142,The Library of Aaru,1,9,1,4703
v8-s7-v88,v8,canon,142,The Order of Duality,1,2,1,4579
v8-s6-v104,v8,canon,142,The Celestial Serpent,1,0,0,4754
v8-s4-v81,v8,canon,142,The Weave of Souls,0,3,1,4739
v8-s0-v102,v8,canon,142,The Network of Mycelia,1,0,0,4435
v8-s5-v113,v8,canon,142,The Celestial Chorus,1,0,0,1880
v8-s9-v95,v8,canon,142,The Infinite Recursion,1,12,1,4821
v8-s3-v96,v8,canon,142,The Lumina,1,0,0,3793
v8-s14-v39,v8,canon,142,The Blueprint of Reality Reforged,1,5,1,5525
v8-s10-v116,v8,canon,142,The Echoing Void,1,0,0,4906
v8-s7-v89,v8,canon,143,The Order of Duality,1,1,1,4449
v8-s1-v97,v8,canon,143,The Digital Ascent,1,0,0,3169
v8-s2-v92,v8,canon,143,The Library of Aaru,0,10,1,4336
v8-s9-v96,v8,canon,143,The Infinite Recursion,1,0,0,3979
v8-s3-v97,v8,canon,143,The Lumina,1,0,0,3781
v8-s5-v114,v8,canon,143,The Celestial Chorus,1,0,0,2089
v8-s6-v105,v8,canon,143,The Celestial Serpent,1,0,0,4718
v8-s0-v103,v8,canon,143,The Network of Mycelia,1,0,0,3741
v8-s4-v82,v8,canon,143,The Weave of Souls,0,3,1,4768
v8-s10-v117,v8,canon,143,The Echoing Void,1,0,0,4914
v8-s14-v40,v8,canon,143,The Blueprint of Reality Reforged,1,3,1,5777
v8-s1-v98,v8,canon,144,The Digital Ascent,1,4,1,4154
v8-s5-v115,v8,canon,144,The Celestial Chorus,1,0,0,4313
v8-s2-v93,v8,canon,144,The Library of Aaru,1,9,1,4696
v8-s6-v106,v8,canon,144,The Celestial Serpent,1,0,0,4843
v8-s9-v97,v8,canon,144,The Infinite Recursion,1,13,1,4264
v8-s7-v90,v8,canon,144,The Order of Duality,1,0,0,4579
v8-s0-v104,v8,canon,144,The Network of Mycelia,1,4,1,4203
v8-s4-v83,v8,canon,144,The Weave of Souls,0,3,1,4973
v8-s3-v98,v8,canon,144,The Lumina,1,0,0,4408
v8-s10-v118,v8,canon,144,The Echoing Void,1,0,0,5043
v8-s14-v41,v8,canon,144,The Blueprint of Reality Reforged,1,0,0,3563
v8-s0-v105,v8,canon,145,The Network of Mycelia,1,0,0,4455
v8-s9-v98,v8,canon,145,The Infinite Recursion,1,11,1,3855
v8-s6-v107,v8,canon,145,The Celestial Serpent,1,0,0,4698
v8-s3-v99,v8,canon,145,The Lumina,1,0,0,4410
v8-s1-v99,v8,canon,145,The Digital Ascent,1,0,0,3170
v8-s4-v84,v8,canon,145,The Weave of Souls,1,0,0,4620
v8-s2-v94,v8,canon,145,The Library of Aaru,1,5,1,4562
v8-s7-v91,v8,canon,145,The Order of Duality,1,0,0,4427
v8-s5-v116,v8,canon,145,The Celestial Chorus,1,0,0,2066
v8-s10-v119,v8,canon,145,The Echoing Void,1,0,0,4627
v8-s14-v42,v8,canon,145,The Blueprint of Reality Reforged,1,2,1,5956
v8-s5-v117,v8,canon,146,The Celestial Chorus,1,0,0,2279
v8-s6-v108,v8,canon,146,The Celestial Serpent,1,0,0,4742
v8-s1-v100,v8,canon,146,The Digital Ascent,1,0,0,3260
v8-s7-v92,v8,canon,146,The Order of Duality,1,0,0,4466
v8-s9-v99,v8,canon,146,The Infinite Recursion,1,11,1,4911
v8-s4-v85,v8,canon,146,The Weave of Souls,1,3,1,5105
v8-s2-v95,v8,canon,146,The Library of Aaru,1,3,1,4660
v8-s3-v100,v8,canon,146,The Lumina,1,0,0,4652
v8-s0-v106,v8,canon,146,The Network of Mycelia,1,4,1,4162
v8-s10-v120,v8,canon,146,The Echoing Void,1,0,0,4893
v8-s14-v43,v8,canon,146,The Blueprint of Reality Reforged,1,0,0,3628
v8-s0-v107,v8,canon,147,The Network of Mycelia,1,0,0,4259
v8-s1-v101,v8,canon,147,The Digital Ascent,1,0,0,3202
v8-s3-v101,v8,canon,147,The Lumina,1,0,0,4536
v8-s9-v100,v8,canon,147,The Infinite Recursion,1,11,1,3859
v8-s6-v109,v8,canon,147,The Celestial Serpent,1,0,0,4761
v8-s2-v96,v8,canon,147,The Library of Aaru,1,9,1,4902
v8-s5-v118,v8,canon,147,The Celestial Chorus,1,0,0,2695
v8-s7-v93,v8,canon,147,The Order of Duality,1,0,0,4453
v8-s14-v44,v8,canon,147,The Blueprint of Reality Reforged,1,0,0,6063
v8-s10-v121,v8,canon,147,The Echoing Void,1,0,0,4658
v8-s9-v101,v8,canon,148,The Infinite Recursion,1,10,1,4881
v8-s6-v110,v8,canon,148,The Celestial Serpent,1,0,0,4844
v8-s5-v119,v8,canon,148,The Celestial Chorus,1,0,0,2952
v8-s2-v97,v8,canon,148,The Library of Aaru,1,6,1,2806
v8-s3-v102,v8,canon,148,The Lumina,1,0,0,4415
v8-s7-v94,v8,canon,148,The Order of Duality,1,2,1,4556
v8-s1-v102,v8,canon,148,The Digital Ascent,1,4,1,4186
v8-s0-v108,v8,canon,148,The Network of Mycelia,1,5,1,4254
v8-s14-v45,v8,canon,148,The Blueprint of Reality Reforged,1,0,0,6093
v8-s10-v122,v8,canon,148,The Echoing Void,1,0,0,4620
v8-s6-v111,v8,canon,149,The Celestial Serpent,1,0,0,4835
v8-s3-v103,v8,canon,149,The Lumina,1,0,0,4539
v8-s5-v120,v8,canon,149,The Celestial Chorus,1,0,0,2405
v8-s1-v103,v8,canon,149,The Digital Ascent,1,4,1,4301
v8-s0-v109,v8,canon,149,The Network of Mycelia,1,0,0,4441
v8-s7-v95,v8,canon,149,The Order of Duality,1,0,0,4570
v8-s9-v102,v8,canon,149,The Infinite Recursion,0,11,1,4382
v8-s2-v98,v8,canon,149,The Library of Aaru,0,6,1,3452
v8-s14-v46,v8,canon,149,The Blueprint of Reality Reforged,1,0,0,6066
v8-s10-v123,v8,canon,149,The Echoing Void,1,0,0,4623
v8-s2-v99,v8,canon,150,The Library of Aaru,0,8,1,4133
v8-s9-v103,v8,canon,150,The Infinite Recursion,1,8,1,4631
v8-s7-v96,v8,canon,150,The Order of Duality,1,0,0,4430
v8-s5-v121,v8,canon,150,The Celestial Chorus,1,0,0,2861
v8-s6-v112,v8,canon,150,The Celestial Serpent,1,0,0,4858
v8-s3-v104,v8,canon,150,The Lumina,1,0,0,4313
v8-s0-v110,v8,canon,150,The Network of Mycelia,1,0,0,4083
v8-s1-v104,v8,canon,150,The Digital Ascent,1,0,0,3821
v8-s10-v124,v8,canon,150,The Echoing Void,1,0,0,4662
v8-s14-v47,v8,canon,150,The Blueprint of Reality Reforged,1,0,0,3550
v8-s6-v113,v8,canon,151,The Celestial Serpent,1,0,0,4697
v8-s2-v100,v8,canon,151,The Library of Aaru,0,6,1,4343
v8-s0-v111,v8,canon,151,The Network of Mycelia,1,4,1,4140
v8-s1-v105,v8,canon,151,The Digital Ascent,1,0,0,3834
v8-s5-v122,v8,canon,151,The Celestial Chorus,1,0,0,3237
v8-s7-v97,v8,canon,151,The Order of Duality,1,0,0,4596
v8-s9-v104,v8,canon,151,The Infinite Recursion,1,11,1,4293
v8-s3-v105,v8,canon,151,The Lumina,1,0,0,3781
v8-s14-v48,v8,canon,151,The Blueprint of Reality Reforged,1,0,0,6104
v8-s10-v125,v8,canon,151,The Echoing Void,1,0,0,4947
v8-s0-v112,v8,canon,152,The Network of Mycelia,1,4,1,4150
v8-s6-v114,v8,canon,152,The Celestial Serpent,1,0,0,4741
v8-s2-v101,v8,canon,152,The Library of Aaru,0,8,1,4590
v8-s9-v105,v8,canon,152,The Infinite Recursion,1,8,1,4656
v8-s1-v106,v8,canon,152,The Digital Ascent,1,0,0,3212
v8-s5-v123,v8,canon,152,The Celestial Chorus,1,0,0,3910
v8-s3-v106,v8,canon,152,The Lumina,1,0,0,4549
v8-s7-v98,v8,canon,152,The Order of Duality,1,0,0,4398
v8-s10-v126,v8,canon,152,The Echoing Void,1,0,0,4632
v8-s14-v49,v8,canon,152,The Blueprint of Reality Reforged,1,0,0,3573
v8-s2-v102,v8,canon,153,The Library of Aaru,1,2,1,4809
v8-s0-v113,v8,canon,153,The Network of Mycelia,1,0,0,4363
v8-s1-v107,v8,canon,153,The Digital Ascent,1,0,0,4059
v8-s3-v107,v8,canon,153,The Lumina,1,0,0,4367
v8-s7-v99,v8,canon,153,The Order of Duality,1,0,0,4436
v8-s6-v115,v8,canon,153,The Celestial Serpent,1,0,0,4877
v8-s9-v106,v8,canon,153,The Infinite Recursion,1,8,1,4739
v8-s5-v124,v8,canon,153,The Celestial Chorus,1,0,0,4628
v8-s10-v127,v8,canon,153,The Echoing Void,1,0,0,4630
v8-s14-v50,v8,canon,153,The Blueprint of Reality Reforged,1,0,0,3547
v8-s5-v125,v8,canon,154,The Celestial Chorus,1,0,0,3374
v8-s2-v103,v8,canon,154,The Library of Aaru,1,7,1,4751
v8-s9-v107,v8,canon,154,The Infinite Recursion,1,7,1,4731
v8-s6-v116,v8,canon,154,The Celestial Serpent,1,0,0,4709
v8-s1-v108,v8,canon,154,The Digital Ascent,1,0,0,4483
v8-s3-v108,v8,canon,154,The Lumina,1,0,0,4369
v8-s7-v100,v8,canon,154,The Order of Duality,1,0,0,4264
v8-s0-v114,v8,canon,154,The Network of Mycelia,1,4,1,4119
v8-s14-v51,v8,canon,154,The Blueprint of Reality Reforged,1,0,0,6029
v8-s10-v128,v8,canon,154,The Echoing Void,1,0,0,4944
v8-s6-v117,v8,canon,155,The Celestial Serpent,0,0,0,4337
v8-s5-v126,v8,canon,155,The Celestial Chorus,1,0,0,4048
v8-s0-v115,v8,canon,155,The Network of Mycelia,1,0,0,4378
v8-s1-v109,v8,canon,155,The Digital Ascent,1,0,0,4430
v8-s9-v108,v8,canon,155,The Infinite Recursion,1,9,1,4862
v8-s3-v109,v8,canon,155,The Lumina,1,0,0,4631
v8-s2-v104,v8,canon,155,The Library of Aaru,1,6,1,4674
v8-s14-v52,v8,canon,155,The Blueprint of Reality Reforged,1,0,0,6079
v8-s10-v129,v8,canon,155,The Echoing Void,1,0,0,4933
v8-s3-v110,v8,canon,156,The Lumina,1,0,0,4379
v8-s5-v127,v8,canon,156,The Celestial Chorus,1,0,0,4088
v8-s6-v118,v8,canon,156,The Celestial Serpent,1,0,0,4790
v8-s2-v105,v8,canon,156,The Library of Aaru,1,7,1,5043
v8-s9-v109,v8,canon,156,The Infinite Recursion,1,6,1,4196
v8-s0-v116,v8,canon,156,The Network of Mycelia,1,0,0,4321
v8-s14-v53,v8,canon,156,The Blueprint of Reality Reforged,1,0,0,3522
v8-s10-v130,v8,canon,156,The Echoing Void,1,0,0,4756
v8-s5-v128,v8,canon,157,The Celestial Chorus,1,0,0,4114
v8-s9-v110,v8,canon,157,The Infinite Recursion,1,11,1,3797
v8-s2-v106,v8,canon,157,The Library of Aaru,1,4,1,4866
v8-s3-v111,v8,canon,157,The Lumina,0,5,1,4750
v8-s0-v117,v8,canon,157,The Network of Mycelia,1,0,0,4289
v8-s6-v119,v8,canon,157,The Celestial Serpent,0,0,0,4405
v8-s14-v54,v8,canon,157,The Blueprint of Reality Reforged,1,0,0,3562
v8-s10-v131,v8,canon,157,The Echoing Void,1,0,0,4921
v8-s1-v110,v8,canon,158,The Digital Ascent,1,0,0,4596
v8-s9-v111,v8,canon,158,The Infinite Recursion,0,10,1,4583
v8-s6-v120,v8,canon,158,The Celestial Serpent,0,0,0,4408
v8-s2-v107,v8,canon,158,The Library of Aaru,1,4,1,4942
v8-s5-v129,v8,canon,158,The Celestial Chorus,1,0,0,4224
v8-s3-v112,v8,canon,158,The Lumina,1,0,0,4561
v8-s0-v118,v8,canon,158,The Network of Mycelia,1,4,1,4113
v8-s14-v55,v8,canon,158,The Blueprint of Reality Reforged,1,0,0,6036
v8-s10-v132,v8,canon,158,The Echoing Void,1,0,0,4969
v8-s1-v111,v8,canon,159,The Digital Ascent,1,0,0,3273
v8-s5-v130,v8,canon,159,The Celestial Chorus,1,0,0,4418
v8-s0-v119,v8,canon,159,The Network of Mycelia,1,4,1,4155
v8-s6-v121,v8,canon,159,The Celestial Serpent,1,0,0,4803
v8-s3-v113,v8,canon,159,The Lumina,0,5,1,4759
v8-s9-v112,v8,canon,159,The Infinite Recursion,1,11,1,3801
v8-s14-v56,v8,canon,159,The Blueprint of Reality Reforged,1,0,0,3512
v8-s10-v133,v8,canon,159,The Echoing Void,1,0,0,4635
v8-s6-v122,v8,canon,160,The Celestial Serpent,1,0,0,4525
v8-s3-v114,v8,canon,160,The Lumina,1,0,0,3911
v8-s1-v112,v8,canon,160,The Digital Ascent,1,0,0,4414
v8-s0-v120,v8,canon,160,The Network of Mycelia,1,0,0,4311
v8-s5-v131,v8,canon,160,The Celestial Chorus,1,0,0,4082
v8-s9-v113,v8,canon,160,The Infinite Recursion,1,11,1,4511
v8-s10-v134,v8,canon,160,The Echoing Void,1,0,0,5064
v8-s14-v57,v8,canon,160,The Blueprint of Reality Reforged,1,0,0,5978
v8-s3-v115,v8,canon,161,The Lumina,1,0,0,3504
v8-s1-v113,v8,canon,161,The Digital Ascent,1,0,0,4348
v8-s0-v121,v8,canon,161,The Network of Mycelia,1,0,0,3948
v8-s9-v114,v8,canon,161,The Infinite Recursion,1,11,1,3823
v8-s5-v132,v8,canon,161,The Celestial Chorus,1,0,0,3508
v8-s6-v123,v8,canon,161,The Celestial Serpent,1,0,0,4777
v8-s14-v58,v8,canon,161,The Blueprint of Reality Reforged,1,0,0,3514
v8-s10-v135,v8,canon,161,The Echoing Void,1,0,0,4866
v8-s0-v122,v8,canon,162,The Network of Mycelia,1,0,0,4300
v8-s1-v114,v8,canon,162,The Digital Ascent,1,0,0,4308
v8-s9-v115,v8,canon,162,The Infinite Recursion,1,11,1,4314
v8-s5-v133,v8,canon,162,The Celestial Chorus,1,0,0,4230
v8-s6-v124,v8,canon,162,The Celestial Serpent,1,0,0,4924
v8-s3-v116,v8,canon,162,The Lumina,0,5,1,4766
v8-s14-v59,v8,canon,162,The Blueprint of Reality Reforged,1,0,0,3560
v8-s10-v136,v8,canon,162,The Echoing Void,1,0,0,4674
v8-s6-v125,v8,canon,163,The Celestial Serpent,1,0,0,4791
v8-s5-v134,v8,canon,163,The Celestial Chorus,1,0,0,4042
v8-s1-v115,v8,canon,163,The Digital Ascent,1,0,0,4459
v8-s0-v123,v8,canon,163,The Network of Mycelia,1,0,0,4306
v8-s3-v117,v8,canon,163,The Lumina,0,5,1,4707
v8-s9-v116,v8,canon,163,The Infinite Recursion,0,8,1,4127
v8-s14-v60,v8,canon,163,The Blueprint of Reality Reforged,1,0,0,5974
v8-s10-v137,v8,canon,163,The Echoing Void,1,0,0,4580
v8-s1-v116,v8,canon,164,The Digital Ascent,1,0,0,4423
v8-s5-v135,v8,canon,164,The Celestial Chorus,1,0,0,4230
v8-s6-v126,v8,canon,164,The Celestial Serpent,1,0,0,4569
v8-s3-v118,v8,canon,164,The Lumina,1,0,0,4465
v8-s9-v117,v8,canon,164,The Infinite Recursion,1,10,1,4686
v8-s0-v124,v8,canon,164,The Network of Mycelia,1,0,0,4011
v8-s10-v138,v8,canon,164,The Echoing Void,1,0,0,4898
v8-s5-v136,v8,canon,165,The Celestial Chorus,1,0,0,4017
v8-s1-v117,v8,canon,165,The Digital Ascent,1,0,0,4506
v8-s6-v127,v8,canon,165,The Celestial Serpent,0,0,0,4414
v8-s3-v119,v8,canon,165,The Lumina,1,0,0,3971
v8-s9-v118,v8,canon,165,The Infinite Recursion,1,11,1,4817
v8-s0-v125,v8,canon,165,The Network of Mycelia,1,0,0,4326
v8-s10-v139,v8,canon,165,The Echoing Void,1,0,0,4782
v8-s6-v128,v8,canon,166,The Celestial Serpent,0,0,0,4414
v8-s1-v118,v8,canon,166,The Digital Ascent,1,0,0,4165
v8-s9-v119,v8,canon,166,The Infinite Recursion,1,7,1,4677
v8-s3-v120,v8,canon,166,The Lumina,1,0,0,3911
v8-s0-v126,v8,canon,166,The Network of Mycelia,1,0,0,4377
v8-s5-v137,v8,canon,166,The Celestial Chorus,1,0,0,4591
v8-s10-v140,v8,canon,166,The Echoing Void,1,0,0,4612
v8-s0-v127,v8,canon,167,The Network of Mycelia,1,0,0,4000
v8-s9-v120,v8,canon,167,The Infinite Recursion,1,11,1,4871
v8-s3-v121,v8,canon,167,The Lumina,1,0,0,3925
v8-s6-v129,v8,canon,167,The Celestial Serpent,1,0,0,4763
v8-s5-v138,v8,canon,167,The Celestial Chorus,1,0,0,4040
v8-s10-v141,v8,canon,167,The Echoing Void,1,0,0,4636
v8-s9-v121,v8,canon,168,The Infinite Recursion,1,9,1,4636
v8-s6-v130,v8,canon,168,The Celestial Serpent,1,0,0,4618
v8-s3-v122,v8,canon,168,The Lumina,1,0,0,3575
v8-s5-v139,v8,canon,168,The Celestial Chorus,1,0,0,4592
v8-s0-v128,v8,canon,168,The Network of Mycelia,1,9,1,4237
v8-s10-v142,v8,canon,168,The Echoing Void,1,0,0,4603
v8-s5-v140,v8,canon,169,The Celestial Chorus,1,0,0,4611
v8-s0-v129,v8,canon,169,The Network of Mycelia,1,0,0,3966
v8-s3-v123,v8,canon,169,The Lumina,1,0,0,3935
v8-s6-v131,v8,canon,169,The Celestial Serpent,1,2,1,4697
v8-s9-v122,v8,canon,169,The Infinite Recursion,1,9,1,4758
v8-s10-v143,v8,canon,169,The Echoing Void,1,0,0,4840
v8-s3-v124,v8,canon,170,The Lumina,1,0,0,4586
v8-s6-v132,v8,canon,170,The Celestial Serpent,1,4,1,4725
v8-s5-v141,v8,canon,170,The Celestial Chorus,1,0,0,4613
v8-s0-v130,v8,canon,170,The Network of Mycelia,0,6,1,2715
v8-s10-v144,v8,canon,170,The Echoing Void,1,0,0,4435
v8-s3-v125,v8,canon,171,The Lumina,1,0,0,3935
v8-s6-v133,v8,canon,171,The Celestial Serpent,1,2,1,4621
v8-s9-v123,v8,canon,171,The Infinite Recursion,1,8,1,4244
v8-s5-v142,v8,canon,171,The Celestial Chorus,1,0,0,4050
v8-s0-v131,v8,canon,171,The Network of Mycelia,0,6,1,2897
v8-s10-v145,v8,canon,171,The Echoing Void,1,0,0,4665
v8-s5-v143,v8,canon,172,The Celestial Chorus,1,0,0,3956
v8-s6-v134,v8,canon,172,The Celestial Serpent,1,0,0,4429
v8-s9-v124,v8,canon,172,The Infinite Recursion,1,8,1,4244
v8-s0-v132,v8,canon,172,The Network of Mycelia,0,7,1,3818
v8-s3-v126,v8,canon,172,The Lumina,1,0,0,3952
v8-s3-v127,v8,canon,173,The Lumina,1,0,0,4416
v8-s5-v144,v8,canon,173,The Celestial Chorus,1,0,0,3992
v8-s6-v135,v8,canon,173,The Celestial Serpent,1,2,1,4691
v8-s0-v133,v8,canon,173,The Network of Mycelia,0,6,1,2913
v8-s0-v134,v8,canon,174,The Network of Mycelia,0,7,1,3842
v8-s5-v145,v8,canon,174,The Celestial Chorus,1,0,0,4615
v8-s3-v128,v8,canon,174,The Lumina,1,0,0,3670
v8-s6-v136,v8,canon,174,The Celestial Serpent,1,0,0,4566
v8-s3-v129,v8,canon,175,The Lumina,1,0,0,4493
v8-s5-v146,v8,canon,175,The Celestial Chorus,1,0,0,4490
v8-s0-v135,v8,canon,175,The Network of Mycelia,0,6,1,3300
v8-s6-v137,v8,canon,175,The Celestial Serpent,1,0,0,4760
v8-s3-v130,v8,canon,176,The Lumina,1,0,0,4352
v8-s0-v136,v8,canon,176,The Network of Mycelia,0,7,1,3749
v8-s5-v147,v8,canon,176,The Celestial Chorus,1,0,0,4012
v8-s6-v138,v8,canon,176,The Celestial Serpent,1,0,0,5069
v8-s6-v139,v8,canon,177,The Celestial Serpent,1,2,1,4859
v8-s3-v131,v8,canon,177,The Lumina,1,0,0,4278
v8-s5-v148,v8,canon,177,The Celestial Chorus,1,0,0,4610
v8-s6-v140,v8,canon,178,The Celestial Serpent,1,0,0,4555
v8-s3-v132,v8,canon,178,The Lumina,1,0,0,4443
v8-s5-v149,v8,canon,178,The Celestial Chorus,1,0,0,4607
v8-s3-v133,v8,canon,179,The Lumina,1,0,0,4470
v8-s5-v150,v8,canon,179,The Celestial Chorus,1,0,0,4609
v8-s5-v151,v8,canon,180,The Celestial Chorus,1,0,0,4610
v8-s3-v134,v8,canon,180,The Lumina,1,0,0,4553
v8-s5-v152,v8,canon,181,The Celestial Chorus,1,0,0,4610
v8-s3-v135,v8,canon,181,The Lumina,1,0,0,4443
v8-s3-v136,v8,canon,182,The Lumina,1,0,0,3827
v8-s5-v153,v8,canon,182,The Celestial Chorus,1,0,0,4609
v8-s5-v154,v8,canon,183,The Celestial Chorus,1,0,0,4609
v8-s3-v137,v8,canon,183,The Lumina,1,0,0,3845
v8-s5-v155,v8,canon,184,The Celestial Chorus,1,0,0,4607
v8-s5-v156,v8,canon,185,The Celestial Chorus,1,0,0,4609
